,Name,Category,Year,Link,Name_right,Profession,Birth Info,Description,Birthplace,Birthdate,Age,Pronouns
71,Sandra Bullock ,ARTISTS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985519,00.html",Null,Null,"Born: July 26, 1964 (age 56 years), Arlington County, VA","Sandra Annette Bullock is an American actress and producer. She was the world's highest-paid actress in 2010 and 2014. In 2015, she was chosen as People's Most Beautiful Woman and was included in Time's 100 most influential people in the world in 2010. ","Arlington County, VA","July 26, 1964",56,She
72,Ricky Gervais ,ARTISTS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985516,00.html",Null,Null,"Born: June 25, 1961 (age 59 years), Whitley, Reading, United Kingdom","Ricky Dene Gervais is an English comedian, actor, writer, producer, and director. He is best known for co-creating, writing, and acting in the British television series The Office. ","Whitley, Reading, United Kingdom","June 25, 1961",59,He
73,Han Han ,ARTISTS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985515,00.html",Null,Null,"Born: September 23, 1982 (age 38 years), Tinglinzhen, Shanghai, China","Han Han is a Chinese professional rally driver, best-selling author, singer, creator of Party, One and China's most popular blogger. He has published five novels to date, and is represented by the Hong Kong-based Peony Literary Agency. He is also involved in music production. ","Tinglinzhen, Shanghai, China","September 23, 1982",38,He
74,James Cameron ,ARTISTS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984940_1985517,00.html",Null,Null,"Born: August 16, 1954 (age 66 years), Kapuskasing, Canada","James Francis Cameron CC is a Canadian filmmaker, producer, and environmentalist. He is best known for making science fiction and epic films. Cameron first gained recognition for directing The Terminator. ","Kapuskasing, Canada","August 16, 1954",66,He
75,Zaha Hadid ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1984651,00.html",Null,Null,"Born: October 31, 1950, Baghdad, Iraq","Dame Zaha Mohammad Hadid DBE RA was a British Iraqi architect, artist and designer, recognised as a major figure in architecture of the late 20th and early 21st centuries. ",,"October 31, 1950, Baghdad,",,
76,Elizabeth Warren ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1984767,00.html",Null,Null,"Born: June 22, 1949 (age 71 years), Oklahoma City, OK","Elizabeth Ann Warren is an American politician and former law professor who is the senior United States senator from Massachusetts, serving since 2013. A member of the Democratic Party and a progressive, Warren has focused on consumer protection, economic opportunity, and the social safety net while in the Senate. ","Oklahoma City, OK","June 22, 1949",71,
77,Douglas Schwartzentruber and Larry Kwak ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1984778,00.html",Null,Null,Null,Null,,,,
78,Michael Pollan ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1984934,00.html",Null,Null,"Born: February 6, 1955 (age 65 years), Long Island, NY","Michael Kevin Pollan is an American author, journalist, activist, and professor of journalism at the UC Berkeley Graduate School of Journalism. Pollan is best known for his books that explore the socio-cultural impacts of food, such as The Botany of Desire and The Omnivore's Dilemma. ","Long Island, NY","February 6, 1955",65,his
79,Atul Gawande ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1984936,00.html",Null,Null,"Born: November 5, 1965 (age 55 years), Brooklyn, New York, NY","Atul Gawande is an American surgeon, writer, and public health researcher. He practices general and endocrine surgery at Brigham and Women's Hospital in Boston, Massachusetts. ","Brooklyn, New York, NY","November 5, 1965",55,He
80,Jaron Lanier ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1985490,00.html",Null,Null,"Born: May 3, 1960 (age 60 years), New York, NY","Jaron Zepel Lanier is an American computer philosophy writer, computer scientist, visual artist, and composer of contemporary classical music. ","New York, NY","May 3, 1960",60,
81,Victor Pinchuk ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1985479,00.html",Null,Null,"Born: December 14, 1960 (age 59 years), Kyiv, Ukraine","Victor Mykhailovych Pinchuk is a Ukrainian businessman and oligarch. As of January 2016, Forbes ranked him as 1,250th on the list of wealthiest people in the world, with a fortune of US$1.44 billion. ","Kyiv, Ukraine","December 14, 1960",59,
82,Lee Kuan Yew ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1985491,00.html",Null,Null,"Born: September 16, 1923, Singapore","Lee Kuan Yew GCMG CH SPMJ, often referred to by his initials LKY, was a Singaporean politician and lawyer who served as the founding Prime Minister of Singapore from 1959 to 1990. ",,"September 16, 1923,",,his
83,Deborah Gist ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1985480,00.html",Null,Null,Null,Null,,,,
84,Kathleen Merrigan ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1985496,00.html",Null,Null,"Born: October 6, 1959 (age 61 years), Pittsfield, MA","Kathleen Ann Merrigan was sworn in as the United States Deputy Secretary of Agriculture on April 8, 2009. She resigned from this position on March 14, 2013. She was the first woman to chair the Ministerial Conference of the Food and Agriculture Organization of the United Nations in 2011. ","Pittsfield, MA","October 6, 1959",61,She
85,Steve Jobs ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1985499,00.html",Null,Null,"Born: February 24, 1955, San Francisco, CA","Steven Paul Jobs was an American business magnate, industrial designer, investor, and media proprietor. ",,"February 24, 1955, San Francisco,",,
86,Tim White ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1985500,00.html",Null,Null,"Born: August 24, 1950 (age 70 years), Los Angeles, CA","Tim D. White is an American paleoanthropologist and Professor of Integrative Biology at the University of California, Berkeley. He is best known for leading the team which discovered Ardi, the type specimen of Ardipithecus ramidus, a 4.4 million-year-old likely human ancestor. ","Los Angeles, CA","August 24, 1950",70,He
87,Lisa Jackson ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1985493,00.html",Null,Null,"Born: 1952 (age 68 years), Oregon",Susan Lisa Jackson is a best-selling American author of over 75 romance novels and romantic suspense novels. ,Oregon,1952,68,
88,Elon Musk ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1985495,00.html",Null,Null,"Net worth: 144.7 billion USD (2020) Forbes, Trending","Elon Reeve Musk FRS is a business magnate, industrial designer and engineer. He is the founder, CEO, CTO and chief designer of SpaceX; early investor, CEO and product architect of Tesla, Inc.; founder of The Boring Company; co-founder of Neuralink; and co-founder and initial co-chairman of OpenAI. ",,,,He
89,Edna Foa ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1985506,00.html",Null,Null,"Born: 1937 (age 83 years), Haifa, Israel","Edna Foa is an Israeli professor of clinical psychology at the University of Pennsylvania, where she serves as the Director of the Center for the Treatment and Study of Anxiety. Foa is an internationally renowned authority on the psychopathology and treatment of anxiety. ","Haifa, Israel",1937,83,she
90,Jaime Lerner ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1985492,00.html",Null,Null,"Born: December 17, 1937 (age 82 years), Curitiba, State of Paraná, Brazil","Jaime Lerner is a Brazilian politician. He was the governor of the state of Paraná, in southern Brazil. He is renowned as an architect and urban planner, having been mayor of Curitiba, capital of Paraná, three times. In 1994, Lerner was elected governor of Paraná, and was reelected in 1998. ","Curitiba, State of Paraná, Brazil","December 17, 1937",82,He
91,Paul Volcker ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1984803,00.html",Null,Null,"Born: September 5, 1927, Cape May, NJ",Paul Adolph Volcker Jr. was an American economist. He was Chairman of the Federal Reserve under U.S. presidents Jimmy Carter and Ronald Reagan from August 1979 to August 1987. He is widely credited with having ended the high levels of inflation seen in the United States during the 1970s and early 1980s. ,,"September 5, 1927, Cape May,",,He
92,Amy Smith ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1984806,00.html",Null,Null,"Born: November 4, 1962 (age 58 years), Lexington, MA","Amy Smith is an American inventor, educator, and founder of MIT D-Lab and Senior Lecturer of Mechanical Engineering at MIT. ","Lexington, MA","November 4, 1962",58,
93,Matt Berg ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1984832,00.html",Null,Null,Null,Null,,,,
94,Amartya Sen ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1985494,00.html",Null,Null,"Born: November 3, 1933 (age 87 years), Santiniketan, India","Amartya Kumar Sen CH is an Indian economist and philosopher, who since 1972 has taught and worked in the United Kingdom and the United States. ","Santiniketan, India","November 3, 1933",87,
95,Michael Sherraden ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1985505,00.html",Null,Null,"Edited works: Alternatives to Social Security: An International Inquiry, MORE",Null,,,,
96,Sanjit 'Bunker' Roy ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1985478,00.html",Null,Null,"Born: August 2, 1945 (age 75 years), Burnpur, Asansol, India","Sanjit ""Bunker"" Roy is an Indian social activist and educator who founded the Barefoot College. He was selected as one of Time 100's 100 most influential personalities in 2010 for his work in educating illiterate and semi literate rural Indians. Roy was awarded the Padma Shri by Giani Zail Singh in 1986. ","Burnpur, Asansol, India","August 2, 1945",75,He
97,Tim Westergren ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1985482,00.html",Null,Null,"Born: December 21, 1965 (age 54 years), Minneapolis, MN",Timothy Brooks Westergren is a co-founder of Pandora Radio. ,"Minneapolis, MN","December 21, 1965",54,
98,David Boies and Theodore Olson ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1985481,00.html",Null,Null,Null,Null,,,,
99,Sonia Sotomayor ,PIONEERS,2010,"www.content.time.com/time/specials/packages/article/0,28804,1984685_1984745_1984787,00.html",Null,Null,"Born: June 25, 1954 (age 66 years), The Bronx, New York, NY","Sonia Maria Sotomayor is an Associate Justice of the Supreme Court of the United States. She was nominated by President Barack Obama on May 26, 2009 and has served since August 8, 2009. Sotomayor is the first Hispanic and Latina member of the Court. ","The Bronx, New York, NY","June 25, 1954",66,She
