,Name,Category,Year,Link,Name_right,Profession,Birth Info,Description,Birthplace,Birthdate,Age,Pronouns
69,Patrick Mahomes,TITANS,2020,https://time.com/collection/100-most-influential-people-2020/5888431/patrick-mahomes/,Patrick Mahomes II,Football quarterback,"Born: September 17, 1995 (age 25 years), Tyler, TX",Patrick Lavon Mahomes II is an American football quarterback for the Kansas City Chiefs of the National Football League. He is the son of former Major League Baseball pitcher Pat Mahomes. He initially played college football and college baseball at Texas Tech University. ,"Tyler, TX","September 17, 1995",25,He
70,Claire Babineaux-Fontenot,TITANS,2020,https://time.com/collection/100-most-influential-people-2020/5888409/claire-babineaux-fontenot/,Claire Babineaux-Fontenot,CEO of Feeding America,"Born: 1964 (age 56 years), Louisiana",Null,Louisiana,1964,56,
71,Greg Berlanti,TITANS,2020,https://time.com/collection/100-most-influential-people-2020/5888427/greg-berlanti/,Greg Berlanti,American writer,"Born: May 24, 1972 (age 48 years), Suffern, NY","Gregory Berlanti is an American writer, producer and film director. He is known for his work on the television series Dawson's Creek, Brothers & Sisters, Everwood, Political Animals, Riverdale, Chilling ... ","Suffern, NY","May 24, 1972",48,He
72,Shari Redstone,TITANS,2020,https://time.com/collection/100-most-influential-people-2020/5888411/shari-redstone/,Shari Redstone,American executive,"Born: April 14, 1954 (age 66 years), Washington, D.C.",Shari Ellin Redstone is an American media executive with a background in numerous aspects of the entertainment industry and related ventures. She currently serves as the chairman of ViacomCBS and president of National Amusements; she formerly served as the vice-chairman of CBS Corporation and Viacom. ,"Washington, D.C.","April 14, 1954",66,She
73,Tony Elumelu,TITANS,2020,https://time.com/collection/100-most-influential-people-2020/5888413/tony-elumelu/,Tony Elumelu,Economist,"Born: March 22, 1963 (age 57 years), Jos, Nigeria","Tony Onyemaechi Elumelu is an African economist, entrepreneur, and philanthropist. He is the chairman of Heirs Holdings, the United Bank for Africa, Transcorp and founder of The Tony Elumelu Foundation. ","Jos, Nigeria","March 22, 1963",57,He
74,Zhong Nanshan,TITANS,2020,https://time.com/collection/100-most-influential-people-2020/5888415/zhong-nanshan/,Zhong Nanshan,Medical doctor,"Born: October 20, 1936 (age 84 years), Nanjing, China","Zhong Nanshan FRCPE FRCP FRCPI is a Chinese pulmonologist. He was president of the Chinese Medical Association from 2005 to 2009 and is currently the editor-in-chief of the Journal of Thoracic Disease. He is a recipient of Order of the Republic, the highest order of honor of China. ","Nanjing, China","October 20, 1936",84,He
75,Kristalina Georgieva,TITANS,2020,https://time.com/collection/100-most-influential-people-2020/5888423/kristalina-georgieva/,Kristalina Georgieva,Managing Director of the International Monetary Fund,"Born: August 13, 1953 (age 67 years), Sofia, Bulgaria",Kristalina Ivanova Georgieva-Kinova is a Bulgarian economist serving as chair and managing director of the International Monetary Fund since 2019. ,"Sofia, Bulgaria","August 13, 1953",67,
76,Lisa Nishimura,TITANS,2020,https://time.com/collection/100-most-influential-people-2020/5888437/lisa-nishimura/,Lisa Nishimura,Film producer,"Nominations: News & Documentary Emmy Award for Best Documentary, MORE",Null,,,,
77,General Charles Q. Brown Jr,TITANS,2020,https://time.com/collection/100-most-influential-people-2020/5888804/charles-q-brown-jr/,Charles Q. Brown Jr.,American commanding officer,"Born: 1962 (age 58 years), San Antonio, TX",Charles Quinton Brown Jr. is a United States Air Force four-star general who currently serves as the 22nd chief of staff of the Air Force. He is the first African-American to be appointed as Chief of Staff and the first African-American to lead any branch of the United States Armed Forces. ,"San Antonio, TX",1962,58,He
78,Daniel Zhang,TITANS,2020,https://time.com/collection/100-most-influential-people-2020/5888425/daniel-zhang/,Daniel Zhang,CEO of Alibaba Group,"Born: January 11, 1972 (age 48 years), Shanghai, China","Daniel Zhang or Zhang Yong is a Chinese technology executive. He is currently the CEO of Alibaba Group. Before becoming the CEO, Zhang was best known for his roles as CEO of Taobao and president of Tmall. ","Shanghai, China","January 11, 1972",48,He
79,Gwynne Shotwell,TITANS,2020,https://time.com/collection/100-most-influential-people-2020/5888439/gwynne-shotwell/,Gwynne Shotwell,American businesswoman,"Born: November 23, 1963 (age 57 years), Libertyville, IL","Gwynne Shotwell is an American businesswoman and engineer. She is the president and chief operating officer of SpaceX, an American space transportation company, where she is responsible for day-to-day operations and company growth. As of 2020, she is listed as the 55th most powerful woman in the world by Forbes. ","Libertyville, IL","November 23, 1963",57,She
80,Tunji Funsho,TITANS,2020,https://time.com/collection/100-most-influential-people-2020/5888417/tunji-funsho/,Null,Null,Null,Null,,,,
81,Amy O'Sullivan,ICONS,2020,https://time.com/collection/100-most-influential-people-2020/5888224/amy-osullivan/,Null,Null,Null,Null,,,,
82,Alicia Garza,ICONS,2020,https://time.com/collection/100-most-influential-people-2020/5888228/black-lives-matter-founders/,Alicia Garza,American activist,"Born: January 4, 1981 (age 39 years), Los Angeles, CA",Alicia Garza is an American civil rights activist and writer known for co-founding the international Black Lives Matter movement. ,"Los Angeles, CA","January 4, 1981",39,
83,Ady Barkan,ICONS,2020,https://time.com/collection/100-most-influential-people-2020/5888232/ady-barkan/,Ady Barkan,Lawyer,"Born: December 18, 1983 (age 36 years)","Ady Barkan is an American lawyer and liberal activist. He is a co-founder of the Be a Hero PAC and is an organizer for the Center for Popular Democracy, where he led the Fed Up campaign. Barkan confronted Senator Jeff Flake on a plane in 2017, asking him to ""be a hero"" and vote no on a tax bill. ","New York, NY","December 18, 1983",36,He
84,Billy Porter,ICONS,2020,https://time.com/collection/100-most-influential-people-2020/5888234/billy-porter/,Billy Porter,American actor,"Born: September 21, 1969 (age 51 years), Pittsburgh, PA","Billy Porter is an American actor and singer. He attended the Musical Theater program at Pittsburgh Creative and Performing Arts School's School of Drama, graduated from Carnegie Mellon University School of Drama, and achieved fame performing on Broadway before starting a solo career as a singer and actor. ","Pittsburgh, PA","September 21, 1969",51,He
85,Naomi Osaka,ICONS,2020,https://time.com/collection/100-most-influential-people-2020/5888802/naomi-osaka-icon/,Naomi Osaka,Tennis player,"Born: October 16, 1997 (age 23 years), Chuo Ward, Osaka, Japan","Naomi Osaka is a Japanese professional tennis player. Osaka has been ranked No. 1 by the Women's Tennis Association, and is the first Asian player to hold the top ranking in singles. She is a three-time Grand Slam singles champion, and is the reigning champion at the US Open. ","Chuo Ward, Osaka, Japan","October 16, 1997",23,She
86,Angela Davis,ICONS,2020,https://time.com/collection/100-most-influential-people-2020/5888290/angela-davis/,Angela Davis,American political activist,"Born: January 26, 1944 (age 76 years), Birmingham, AL","Angela Yvonne Davis is an American political activist, philosopher, academic, and author. She is a professor emerita at the University of California, Santa Cruz. ","Birmingham, AL","January 26, 1944",76,She
87,Chi Chia-wei,ICONS,2020,https://time.com/collection/100-most-influential-people-2020/5888257/chi-chia-wei/,Chi Chia-wei,Null,"Born: August 2, 1958 (age 62 years), Taiwan",Chi Chia-wei is a Taiwanese gay civil rights activist. Chi is included in Time magazine 's 100 Most Influential People of 2020. ,Taiwan,"August 2, 1958",62,
88,Megan Rapinoe,ICONS,2020,https://time.com/collection/100-most-influential-people-2020/5888293/megan-rapinoe/,Megan Rapinoe,American soccer player,"Born: July 5, 1985 (age 35 years), Redding, CA",Megan Anna Rapinoe is an American professional soccer player who plays as a winger and captains OL Reign in the National Women's Soccer League and the United States national team. ,"Redding, CA","July 5, 1985",35,
89,Felipe Neto,ICONS,2020,https://time.com/collection/100-most-influential-people-2020/5888282/felipe-neto/,Felipe Neto,Vlogger,"Born: January 21, 1988 (age 32 years), Rio de Janeiro, State of Rio de Janeiro, Brazil","Felipe Neto Rodrigues Vieira is a Brazilian manager, vlogger, actor, comedy actor, and writer. He is a well known YouTuber in Brazil with more than 40 million subscribers making his channel the 31st most-subscribed on the website. ","Rio de Janeiro, State of Rio de Janeiro, Brazil","January 21, 1988",32,He
90,Allyson Felix,ICONS,2020,https://time.com/collection/100-most-influential-people-2020/5888239/allyson-felix/,Allyson Felix,American track and field athlete,"Born: November 18, 1985 (age 35 years), Los Angeles, CA","Allyson Michelle Felix OLY is an American track and field sprinter who competes in the 100 meters, 200 meters, and 400 meters. At 200 meters, she is the 2012 Olympic champion, a 3-time World champion, and 2-time Olympic silver medalist. ","Los Angeles, CA","November 18, 1985",35,she
91,Sister Norma Pimentel,ICONS,2020,https://time.com/collection/100-most-influential-people-2020/5888284/sister-norma-pimentel/,Sister Norma Pimentel,Nun,"Born: Brownsville, TX",Null,"Brownsville, TX",,,
92,David Hill,ICONS,2020,https://time.com/collection/100-most-influential-people-2020/5888295/david-hill/,See results about,Null,Null,Null,,,,
93,Arussi Unda,ICONS,2020,https://time.com/collection/100-most-influential-people-2020/5888264/arussi-unda/,Arussi Unda,Advocate,"Born: 1988 (age 32 years), Veracruz, Mexico","Arussi Unda is a feminst advocate and spokesperson for Las Brujas del Mar from Veracruz, Mexico. She was named as one of the 100 Most Influential People of 2020 by Time Magazine. ","Veracruz, Mexico",1988,32,She
94,Nury Turkel,ICONS,2020,https://time.com/collection/100-most-influential-people-2020/5888261/nury-turkel/,Nury Turkel,American attorney,"Born: 1970 (age 50 years), Kashgar, Kashgar Prefecture, China","Nury A. Turkel is an Uyghur American attorney, public official and human rights advocate based in Washington, D.C.. Turkel was born in Kashgar, Xinjiang. After his undergraduate graduation in 1995, he moved to the United States. ","Kashgar, Kashgar Prefecture, China",1970,50,his
95,Lina Attalah,ICONS,2020,https://time.com/collection/100-most-influential-people-2020/5888226/lina-attalah/,Lina Attalah,Egyptian journalist,Born: 1983 (age 37 years),"Lina Attalah is an Egyptian media figure and journalist. Attalah is co-founder and chief editor of Mada Masr, an independent online Egyptian newspaper and was previously managing editor of the Egypt Independent prior to its print edition closure in 2013. ",Egypt,1983,37,
96,Bilkis,ICONS,2020,https://time.com/collection/100-most-influential-people-2020/5888255/bilkis/,Bilkis Dadi,Indian activist,Null,"Bilkis Dadi, Shaheen Bagh Dadi is an 82-year-old Indian activist. She has protested against the CAA and Indian farm reforms 2020 passed by Indian central government. ","Shaheen Bagh, India",,,She
97,Jessica Meir,PIONEERS,2020,https://time.com/collection/100-most-influential-people-2020/5888216/all-women-spacewalk-christina-koch-jessica-meir/,Jessica Meir,American astronaut,"Born: July 1, 1977 (age 43 years), Caribou, ME","Jessica Ulrika Meir is an American-born NASA astronaut, marine biologist, and physiologist. She was previously Assistant Professor of Anesthesia at Harvard Medical School, Massachusetts General Hospital, Boston, following postdoctoral research in comparative physiology at the University of British Columbia. ","Caribou, ME","July 1, 1977",43,She
98, Patrisse Cullors,ICONS,2020,https://time.com/collection/100-most-influential-people-2020/5888228/black-lives-matter-founders/,Patrisse Cullors,Critic,"Born: 1984 (age 36 years), Los Angeles, CA","Patrisse Cullors, an American artist and activist, is a co-founder of the Black Lives Matter movement. Other topics on which Cullors advocates include prison abolition in Los Angeles and LGBTQ rights. Cullors integrates ideas from critical theory, as well as social movements around the world, in her activism. ","Los Angeles, CA",1984,36,her
99, Opal Tometi,ICONS,2020,https://time.com/collection/100-most-influential-people-2020/5888228/black-lives-matter-founders/,Opal Tometi,American human rights activists,"Born: 1984 (age 36 years), Phoenix, AZ","Opal Tometi is an American human rights activist, writer, strategist, and community organizer. She is a co-founder of Black Lives Matter. She is the former Executive Director of the United States’ first national immigrant rights organization for people of African descent, the Black Alliance for Just Immigration. ","Phoenix, AZ",1984,36,She
